algoritmo,n_caracteres,tasa_error,repeticion,bits_datos,bits_trama,bits_volteados,resultado
hamming,16,0.001,152,128,192,0,exito
hamming,16,0.001,153,128,192,0,exito
hamming,16,0.001,154,128,192,0,exito
hamming,16,0.001,155,128,192,0,exito
hamming,16,0.001,156,128,192,0,exito
hamming,16,0.001,157,128,192,0,exito
hamming,16,0.001,158,128,192,0,exito
hamming,16,0.001,159,128,192,0,exito
hamming,16,0.001,160,128,192,0,exito
hamming,16,0.001,161,128,192,0,exito
hamming,16,0.001,162,128,192,2,exito
hamming,16,0.001,163,128,192,0,exito
hamming,16,0.001,164,128,192,0,exito
hamming,16,0.001,165,128,192,0,exito
hamming,16,0.001,166,128,192,0,exito
hamming,16,0.001,167,128,192,0,exito
hamming,16,0.001,168,128,192,0,exito
hamming,16,0.001,169,128,192,0,exito
hamming,16,0.001,170,128,192,0,exito
hamming,16,0.001,171,128,192,1,exito
hamming,16,0.001,172,128,192,0,exito
hamming,16,0.001,173,128,192,0,exito
hamming,16,0.001,174,128,192,0,exito
hamming,16,0.001,175,128,192,0,exito
hamming,16,0.001,176,128,192,0,exito
hamming,16,0.001,177,128,192,0,exito
hamming,16,0.001,178,128,192,1,exito
hamming,16,0.001,179,128,192,0,exito
hamming,16,0.001,180,128,192,0,exito
hamming,16,0.001,181,128,192,0,exito
hamming,16,0.001,182,128,192,0,exito
hamming,16,0.001,183,128,192,0,exito
hamming,16,0.001,184,128,192,0,exito
hamming,16,0.001,185,128,192,0,exito
hamming,16,0.001,186,128,192,0,exito
hamming,16,0.001,187,128,192,0,exito
hamming,16,0.001,188,128,192,0,exito
hamming,16,0.001,189,128,192,0,exito
hamming,16,0.001,190,128,192,1,exito
hamming,16,0.001,191,128,192,0,exito
hamming,16,0.001,192,128,192,0,exito
hamming,16,0.001,193,128,192,0,exito
hamming,16,0.001,194,128,192,0,exito
hamming,16,0.001,195,128,192,1,exito
hamming,16,0.001,196,128,192,0,exito
hamming,16,0.001,197,128,192,0,exito
hamming,16,0.001,198,128,192,1,exito
hamming,16,0.001,199,128,192,0,exito
hamming,16,0.002,0,128,192,0,exito
hamming,16,0.002,1,128,192,1,exito
hamming,16,0.002,2,128,192,0,exito
hamming,16,0.002,3,128,192,1,exito
hamming,16,0.002,4,128,192,0,exito
hamming,16,0.002,5,128,192,0,exito
hamming,16,0.002,6,128,192,0,exito
hamming,16,0.002,7,128,192,0,exito
hamming,16,0.002,8,128,192,0,exito
hamming,16,0.002,9,128,192,0,exito
hamming,16,0.002,10,128,192,0,exito
hamming,16,0.002,11,128,192,0,exito
hamming,16,0.002,12,128,192,0,exito
hamming,16,0.002,13,128,192,0,exito
hamming,16,0.002,14,128,192,0,exito
hamming,16,0.002,15,128,192,0,exito
hamming,16,0.002,16,128,192,0,exito
hamming,16,0.002,17,128,192,0,exito
hamming,16,0.002,18,128,192,1,exito
hamming,16,0.002,19,128,192,0,exito
hamming,16,0.002,20,128,192,0,exito
hamming,16,0.002,21,128,192,0,exito
hamming,16,0.002,22,128,192,2,exito
hamming,16,0.002,23,128,192,0,exito
hamming,16,0.002,24,128,192,1,exito
hamming,16,0.002,25,128,192,0,exito
hamming,16,0.002,26,128,192,0,exito
hamming,16,0.002,27,128,192,0,exito
hamming,16,0.002,28,128,192,0,exito
hamming,16,0.002,29,128,192,1,exito
hamming,16,0.002,30,128,192,0,exito
hamming,16,0.002,31,128,192,0,exito
hamming,16,0.002,32,128,192,1,exito
hamming,16,0.002,33,128,192,0,exito
hamming,16,0.002,34,128,192,1,exito
hamming,16,0.002,35,128,192,1,exito
hamming,16,0.002,36,128,192,0,exito
hamming,16,0.002,37,128,192,0,exito
hamming,16,0.002,38,128,192,1,exito
hamming,16,0.002,39,128,192,0,exito
hamming,16,0.002,40,128,192,0,exito
hamming,16,0.002,41,128,192,0,exito
hamming,16,0.002,42,128,192,0,exito
hamming,16,0.002,43,128,192,0,exito
hamming,16,0.002,44,128,192,0,exito
hamming,16,0.002,45,128,192,0,exito
hamming,16,0.002,46,128,192,1,exito
hamming,16,0.002,47,128,192,1,exito
hamming,16,0.002,48,128,192,0,exito
hamming,16,0.002,49,128,192,0,exito
hamming,16,0.002,50,128,192,0,exito
hamming,16,0.002,51,128,192,0,exito
hamming,16,0.002,52,128,192,1,exito
hamming,16,0.002,53,128,192,0,exito
hamming,16,0.002,54,128,192,0,exito
hamming,16,0.002,55,128,192,0,exito
hamming,16,0.002,56,128,192,0,exito
hamming,16,0.002,57,128,192,1,exito
hamming,16,0.002,58,128,192,0,exito
hamming,16,0.002,59,128,192,0,exito
hamming,16,0.002,60,128,192,0,exito
hamming,16,0.002,61,128,192,0,exito
hamming,16,0.002,62,128,192,0,exito
hamming,16,0.002,63,128,192,0,exito
hamming,16,0.002,64,128,192,0,exito
hamming,16,0.002,65,128,192,0,exito
hamming,16,0.002,66,128,192,1,exito
hamming,16,0.002,67,128,192,0,exito
hamming,16,0.002,68,128,192,0,exito
hamming,16,0.002,69,128,192,1,exito
hamming,16,0.002,70,128,192,1,exito
hamming,16,0.002,71,128,192,1,exito
hamming,16,0.002,72,128,192,0,exito
hamming,16,0.002,73,128,192,1,exito
hamming,16,0.002,74,128,192,0,exito
hamming,16,0.002,75,128,192,2,exito
hamming,16,0.002,76,128,192,1,exito
hamming,16,0.002,77,128,192,1,exito
hamming,16,0.002,78,128,192,0,exito
hamming,16,0.002,79,128,192,0,exito
hamming,16,0.002,80,128,192,0,exito
hamming,16,0.002,81,128,192,1,exito
hamming,16,0.002,82,128,192,0,exito
hamming,16,0.002,83,128,192,0,exito
hamming,16,0.002,84,128,192,0,exito
hamming,16,0.002,85,128,192,0,exito
hamming,16,0.002,86,128,192,2,exito
hamming,16,0.002,87,128,192,0,exito
hamming,16,0.002,88,128,192,0,exito
hamming,16,0.002,89,128,192,0,exito
hamming,16,0.002,90,128,192,1,exito
hamming,16,0.002,91,128,192,1,exito
hamming,16,0.002,92,128,192,0,exito
hamming,16,0.002,93,128,192,0,exito
hamming,16,0.002,94,128,192,0,exito
hamming,16,0.002,95,128,192,0,exito
hamming,16,0.002,96,128,192,0,exito
hamming,16,0.002,97,128,192,2,no_detectado
hamming,16,0.002,98,128,192,0,exito
hamming,16,0.002,99,128,192,0,exito
hamming,16,0.002,100,128,192,0,exito
hamming,16,0.002,101,128,192,1,exito
hamming,16,0.002,102,128,192,0,exito
hamming,16,0.002,103,128,192,0,exito
hamming,16,0.002,104,128,192,0,exito
hamming,16,0.002,105,128,192,0,exito
hamming,16,0.002,106,128,192,0,exito
hamming,16,0.002,107,128,192,1,exito
hamming,16,0.002,108,128,192,0,exito
hamming,16,0.002,109,128,192,1,exito
hamming,16,0.002,110,128,192,0,exito
hamming,16,0.002,111,128,192,0,exito
hamming,16,0.002,112,128,192,0,exito
hamming,16,0.002,113,128,192,0,exito
hamming,16,0.002,114,128,192,0,exito
hamming,16,0.002,115,128,192,0,exito
hamming,16,0.002,116,128,192,1,exito
hamming,16,0.002,117,128,192,0,exito
hamming,16,0.002,118,128,192,0,exito
hamming,16,0.002,119,128,192,0,exito
hamming,16,0.002,120,128,192,0,exito
hamming,16,0.002,121,128,192,0,exito
hamming,16,0.002,122,128,192,0,exito
hamming,16,0.002,123,128,192,0,exito
hamming,16,0.002,124,128,192,1,exito
hamming,16,0.002,125,128,192,1,exito
hamming,16,0.002,126,128,192,1,exito
hamming,16,0.002,127,128,192,1,exito
hamming,16,0.002,128,128,192,0,exito
hamming,16,0.002,129,128,192,0,exito
hamming,16,0.002,130,128,192,0,exito
hamming,16,0.002,131,128,192,0,exito
hamming,16,0.002,132,128,192,1,exito
hamming,16,0.002,133,128,192,1,exito
hamming,16,0.002,134,128,192,1,exito
hamming,16,0.002,135,128,192,0,exito
hamming,16,0.002,136,128,192,0,exito
hamming,16,0.002,137,128,192,1,exito
hamming,16,0.002,138,128,192,0,exito
hamming,16,0.002,139,128,192,0,exito
hamming,16,0.002,140,128,192,1,exito
hamming,16,0.002,141,128,192,0,exito
hamming,16,0.002,142,128,192,0,exito
hamming,16,0.002,143,128,192,1,exito
hamming,16,0.002,144,128,192,0,exito
hamming,16,0.002,145,128,192,0,exito
hamming,16,0.002,146,128,192,0,exito
hamming,16,0.002,147,128,192,2,exito
hamming,16,0.002,148,128,192,0,exito
hamming,16,0.002,149,128,192,1,exito
hamming,16,0.002,150,128,192,0,exito
hamming,16,0.002,151,128,192,1,exito
hamming,16,0.002,152,128,192,0,exito
hamming,16,0.002,153,128,192,1,exito
hamming,16,0.002,154,128,192,0,exito
hamming,16,0.002,155,128,192,1,exito
hamming,16,0.002,156,128,192,0,exito
hamming,16,0.002,157,128,192,0,exito
hamming,16,0.002,158,128,192,0,exito
hamming,16,0.002,159,128,192,1,exito
hamming,16,0.002,160,128,192,0,exito
hamming,16,0.002,161,128,192,0,exito
hamming,16,0.002,162,128,192,0,exito
hamming,16,0.002,163,128,192,0,exito
hamming,16,0.002,164,128,192,1,exito
hamming,16,0.002,165,128,192,0,exito
hamming,16,0.002,166,128,192,0,exito
hamming,16,0.002,167,128,192,0,exito
hamming,16,0.002,168,128,192,0,exito
hamming,16,0.002,169,128,192,0,exito
hamming,16,0.002,170,128,192,0,exito
hamming,16,0.002,171,128,192,2,exito
hamming,16,0.002,172,128,192,0,exito
hamming,16,0.002,173,128,192,1,exito
hamming,16,0.002,174,128,192,0,exito
hamming,16,0.002,175,128,192,1,exito
hamming,16,0.002,176,128,192,0,exito
hamming,16,0.002,177,128,192,0,exito
hamming,16,0.002,178,128,192,0,exito
hamming,16,0.002,179,128,192,1,exito
hamming,16,0.002,180,128,192,1,exito
hamming,16,0.002,181,128,192,0,exito
hamming,16,0.002,182,128,192,0,exito
hamming,16,0.002,183,128,192,0,exito
hamming,16,0.002,184,128,192,0,exito
hamming,16,0.002,185,128,192,1,exito
hamming,16,0.002,186,128,192,0,exito
hamming,16,0.002,187,128,192,0,exito
hamming,16,0.002,188,128,192,1,exito
hamming,16,0.002,189,128,192,1,exito
hamming,16,0.002,190,128,192,1,exito
hamming,16,0.002,191,128,192,0,exito
hamming,16,0.002,192,128,192,1,exito
hamming,16,0.002,193,128,192,1,exito
hamming,16,0.002,194,128,192,0,exito
hamming,16,0.002,195,128,192,0,exito
hamming,16,0.002,196,128,192,0,exito
hamming,16,0.002,197,128,192,1,exito
hamming,16,0.002,198,128,192,0,exito
hamming,16,0.002,199,128,192,2,exito
hamming,16,0.005,0,128,192,1,exito
hamming,16,0.005,1,128,192,0,exito
hamming,16,0.005,2,128,192,2,no_detectado
hamming,16,0.005,3,128,192,1,exito
hamming,16,0.005,4,128,192,0,exito
hamming,16,0.005,5,128,192,0,exito
hamming,16,0.005,6,128,192,1,exito
hamming,16,0.005,7,128,192,1,exito
hamming,16,0.005,8,128,192,0,exito
hamming,16,0.005,9,128,192,0,exito
hamming,16,0.005,10,128,192,0,exito
hamming,16,0.005,11,128,192,1,exito
hamming,16,0.005,12,128,192,2,exito
hamming,16,0.005,13,128,192,1,exito
hamming,16,0.005,14,128,192,0,exito
hamming,16,0.005,15,128,192,0,exito
hamming,16,0.005,16,128,192,1,exito
hamming,16,0.005,17,128,192,0,exito
hamming,16,0.005,18,128,192,0,exito
hamming,16,0.005,19,128,192,1,exito
hamming,16,0.005,20,128,192,2,exito
hamming,16,0.005,21,128,192,0,exito
hamming,16,0.005,22,128,192,0,exito
hamming,16,0.005,23,128,192,0,exito
hamming,16,0.005,24,128,192,1,exito
hamming,16,0.005,25,128,192,1,exito
hamming,16,0.005,26,128,192,2,exito
hamming,16,0.005,27,128,192,0,exito
hamming,16,0.005,28,128,192,0,exito
hamming,16,0.005,29,128,192,1,exito
hamming,16,0.005,30,128,192,1,exito
hamming,16,0.005,31,128,192,1,exito
hamming,16,0.005,32,128,192,0,exito
hamming,16,0.005,33,128,192,2,exito
hamming,16,0.005,34,128,192,1,exito
hamming,16,0.005,35,128,192,0,exito
hamming,16,0.005,36,128,192,1,exito
hamming,16,0.005,37,128,192,2,exito
hamming,16,0.005,38,128,192,2,exito
hamming,16,0.005,39,128,192,0,exito
hamming,16,0.005,40,128,192,0,exito
hamming,16,0.005,41,128,192,0,exito
hamming,16,0.005,42,128,192,1,exito
hamming,16,0.005,43,128,192,0,exito
hamming,16,0.005,44,128,192,1,exito
hamming,16,0.005,45,128,192,0,exito
hamming,16,0.005,46,128,192,0,exito
hamming,16,0.005,47,128,192,0,exito
hamming,16,0.005,48,128,192,0,exito
hamming,16,0.005,49,128,192,1,exito
hamming,16,0.005,50,128,192,0,exito
hamming,16,0.005,51,128,192,1,exito
hamming,16,0.005,52,128,192,0,exito
hamming,16,0.005,53,128,192,2,exito
hamming,16,0.005,54,128,192,1,exito
hamming,16,0.005,55,128,192,2,exito
hamming,16,0.005,56,128,192,0,exito
hamming,16,0.005,57,128,192,3,exito
hamming,16,0.005,58,128,192,1,exito
hamming,16,0.005,59,128,192,0,exito
hamming,16,0.005,60,128,192,1,exito
hamming,16,0.005,61,128,192,0,exito
hamming,16,0.005,62,128,192,1,exito
hamming,16,0.005,63,128,192,1,exito
hamming,16,0.005,64,128,192,2,exito
hamming,16,0.005,65,128,192,0,exito
hamming,16,0.005,66,128,192,0,exito
hamming,16,0.005,67,128,192,0,exito
hamming,16,0.005,68,128,192,0,exito
hamming,16,0.005,69,128,192,0,exito
hamming,16,0.005,70,128,192,2,exito
hamming,16,0.005,71,128,192,1,exito
hamming,16,0.005,72,128,192,0,exito
hamming,16,0.005,73,128,192,2,exito
hamming,16,0.005,74,128,192,2,exito
hamming,16,0.005,75,128,192,1,exito
hamming,16,0.005,76,128,192,1,exito
hamming,16,0.005,77,128,192,0,exito
hamming,16,0.005,78,128,192,1,exito
hamming,16,0.005,79,128,192,1,exito
hamming,16,0.005,80,128,192,1,exito
hamming,16,0.005,81,128,192,0,exito
hamming,16,0.005,82,128,192,1,exito
hamming,16,0.005,83,128,192,0,exito
hamming,16,0.005,84,128,192,1,exito
hamming,16,0.005,85,128,192,0,exito
hamming,16,0.005,86,128,192,0,exito
hamming,16,0.005,87,128,192,0,exito
hamming,16,0.005,88,128,192,0,exito
hamming,16,0.005,89,128,192,1,exito
hamming,16,0.005,90,128,192,2,exito
hamming,16,0.005,91,128,192,2,exito
hamming,16,0.005,92,128,192,1,exito
hamming,16,0.005,93,128,192,2,exito
hamming,16,0.005,94,128,192,1,exito
hamming,16,0.005,95,128,192,0,exito
hamming,16,0.005,96,128,192,2,exito
hamming,16,0.005,97,128,192,0,exito
hamming,16,0.005,98,128,192,0,exito
hamming,16,0.005,99,128,192,1,exito
hamming,16,0.005,100,128,192,3,exito
hamming,16,0.005,101,128,192,0,exito
hamming,16,0.005,102,128,192,0,exito
hamming,16,0.005,103,128,192,1,exito
hamming,16,0.005,104,128,192,2,exito
hamming,16,0.005,105,128,192,0,exito
hamming,16,0.005,106,128,192,0,exito
hamming,16,0.005,107,128,192,2,exito
hamming,16,0.005,108,128,192,2,exito
hamming,16,0.005,109,128,192,2,exito
hamming,16,0.005,110,128,192,1,exito
hamming,16,0.005,111,128,192,1,exito
hamming,16,0.005,112,128,192,1,exito
hamming,16,0.005,113,128,192,1,exito
hamming,16,0.005,114,128,192,1,exito
hamming,16,0.005,115,128,192,2,exito
hamming,16,0.005,116,128,192,0,exito
hamming,16,0.005,117,128,192,1,exito
hamming,16,0.005,118,128,192,0,exito
hamming,16,0.005,119,128,192,2,exito
hamming,16,0.005,120,128,192,0,exito
hamming,16,0.005,121,128,192,2,exito
hamming,16,0.005,122,128,192,0,exito
hamming,16,0.005,123,128,192,2,exito
hamming,16,0.005,124,128,192,0,exito
hamming,16,0.005,125,128,192,0,exito
hamming,16,0.005,126,128,192,1,exito
hamming,16,0.005,127,128,192,0,exito
hamming,16,0.005,128,128,192,1,exito
hamming,16,0.005,129,128,192,1,exito
hamming,16,0.005,130,128,192,1,exito
hamming,16,0.005,131,128,192,0,exito
hamming,16,0.005,132,128,192,0,exito
hamming,16,0.005,133,128,192,2,exito
hamming,16,0.005,134,128,192,0,exito
hamming,16,0.005,135,128,192,1,exito
hamming,16,0.005,136,128,192,0,exito
hamming,16,0.005,137,128,192,0,exito
hamming,16,0.005,138,128,192,1,exito
hamming,16,0.005,139,128,192,1,exito
hamming,16,0.005,140,128,192,1,exito
hamming,16,0.005,141,128,192,2,exito
hamming,16,0.005,142,128,192,0,exito
hamming,16,0.005,143,128,192,1,exito
hamming,16,0.005,144,128,192,0,exito
hamming,16,0.005,145,128,192,2,exito
hamming,16,0.005,146,128,192,3,exito
hamming,16,0.005,147,128,192,3,exito
hamming,16,0.005,148,128,192,2,exito
hamming,16,0.005,149,128,192,1,exito
hamming,16,0.005,150,128,192,0,exito
hamming,16,0.005,151,128,192,4,exito
hamming,16,0.005,152,128,192,0,exito
hamming,16,0.005,153,128,192,3,exito
hamming,16,0.005,154,128,192,0,exito
hamming,16,0.005,155,128,192,2,exito
hamming,16,0.005,156,128,192,0,exito
hamming,16,0.005,157,128,192,2,exito
hamming,16,0.005,158,128,192,1,exito
hamming,16,0.005,159,128,192,0,exito
hamming,16,0.005,160,128,192,0,exito
hamming,16,0.005,161,128,192,2,exito
hamming,16,0.005,162,128,192,0,exito
hamming,16,0.005,163,128,192,0,exito
hamming,16,0.005,164,128,192,1,exito
hamming,16,0.005,165,128,192,1,exito
hamming,16,0.005,166,128,192,3,exito
hamming,16,0.005,167,128,192,0,exito
hamming,16,0.005,168,128,192,0,exito
hamming,16,0.005,169,128,192,1,exito
hamming,16,0.005,170,128,192,2,exito
hamming,16,0.005,171,128,192,0,exito
hamming,16,0.005,172,128,192,0,exito
hamming,16,0.005,173,128,192,1,exito
hamming,16,0.005,174,128,192,0,exito
hamming,16,0.005,175,128,192,3,exito
hamming,16,0.005,176,128,192,0,exito
hamming,16,0.005,177,128,192,0,exito
hamming,16,0.005,178,128,192,0,exito
hamming,16,0.005,179,128,192,0,exito
hamming,16,0.005,180,128,192,2,exito
hamming,16,0.005,181,128,192,1,exito
hamming,16,0.005,182,128,192,1,exito
hamming,16,0.005,183,128,192,0,exito
hamming,16,0.005,184,128,192,0,exito
hamming,16,0.005,185,128,192,0,exito
hamming,16,0.005,186,128,192,3,exito
hamming,16,0.005,187,128,192,0,exito
hamming,16,0.005,188,128,192,0,exito
hamming,16,0.005,189,128,192,0,exito
hamming,16,0.005,190,128,192,1,exito
hamming,16,0.005,191,128,192,3,exito
hamming,16,0.005,192,128,192,0,exito
hamming,16,0.005,193,128,192,2,exito
hamming,16,0.005,194,128,192,1,exito
hamming,16,0.005,195,128,192,0,exito
hamming,16,0.005,196,128,192,0,exito
hamming,16,0.005,197,128,192,1,exito
hamming,16,0.005,198,128,192,3,detectado
hamming,16,0.005,199,128,192,0,exito
hamming,16,0.01,0,128,192,0,exito
hamming,16,0.01,1,128,192,2,exito
hamming,16,0.01,2,128,192,1,exito
hamming,16,0.01,3,128,192,3,exito
hamming,16,0.01,4,128,192,4,exito
hamming,16,0.01,5,128,192,2,exito
hamming,16,0.01,6,128,192,2,exito
hamming,16,0.01,7,128,192,1,exito
hamming,16,0.01,8,128,192,1,exito
hamming,16,0.01,9,128,192,0,exito
hamming,16,0.01,10,128,192,1,exito
hamming,16,0.01,11,128,192,0,exito
hamming,16,0.01,12,128,192,1,exito
hamming,16,0.01,13,128,192,0,exito
hamming,16,0.01,14,128,192,2,exito
hamming,16,0.01,15,128,192,2,exito
hamming,16,0.01,16,128,192,5,exito
hamming,16,0.01,17,128,192,1,exito
hamming,16,0.01,18,128,192,2,exito
hamming,16,0.01,19,128,192,3,exito
hamming,16,0.01,20,128,192,2,exito
hamming,16,0.01,21,128,192,0,exito
hamming,16,0.01,22,128,192,3,exito
hamming,16,0.01,23,128,192,1,exito
hamming,16,0.01,24,128,192,2,exito
hamming,16,0.01,25,128,192,2,exito
hamming,16,0.01,26,128,192,2,exito
hamming,16,0.01,27,128,192,2,no_detectado
hamming,16,0.01,28,128,192,2,exito
hamming,16,0.01,29,128,192,2,exito
hamming,16,0.01,30,128,192,0,exito
hamming,16,0.01,31,128,192,3,exito
hamming,16,0.01,32,128,192,2,exito
hamming,16,0.01,33,128,192,2,exito
hamming,16,0.01,34,128,192,2,exito
hamming,16,0.01,35,128,192,2,exito
hamming,16,0.01,36,128,192,1,exito
hamming,16,0.01,37,128,192,3,no_detectado
hamming,16,0.01,38,128,192,1,exito
hamming,16,0.01,39,128,192,3,exito
hamming,16,0.01,40,128,192,2,exito
hamming,16,0.01,41,128,192,0,exito
hamming,16,0.01,42,128,192,0,exito
hamming,16,0.01,43,128,192,1,exito
hamming,16,0.01,44,128,192,3,exito
hamming,16,0.01,45,128,192,1,exito
hamming,16,0.01,46,128,192,2,exito
hamming,16,0.01,47,128,192,3,exito
hamming,16,0.01,48,128,192,3,exito
hamming,16,0.01,49,128,192,2,exito
hamming,16,0.01,50,128,192,2,exito
hamming,16,0.01,51,128,192,2,exito
hamming,16,0.01,52,128,192,0,exito
hamming,16,0.01,53,128,192,3,exito
hamming,16,0.01,54,128,192,0,exito
hamming,16,0.01,55,128,192,4,exito
hamming,16,0.01,56,128,192,5,exito
hamming,16,0.01,57,128,192,0,exito
hamming,16,0.01,58,128,192,4,no_detectado
hamming,16,0.01,59,128,192,2,exito
hamming,16,0.01,60,128,192,3,exito
hamming,16,0.01,61,128,192,0,exito
hamming,16,0.01,62,128,192,3,exito
hamming,16,0.01,63,128,192,4,exito
hamming,16,0.01,64,128,192,0,exito
hamming,16,0.01,65,128,192,2,exito
hamming,16,0.01,66,128,192,3,exito
hamming,16,0.01,67,128,192,0,exito
hamming,16,0.01,68,128,192,2,exito
hamming,16,0.01,69,128,192,2,exito
hamming,16,0.01,70,128,192,0,exito
hamming,16,0.01,71,128,192,2,exito
hamming,16,0.01,72,128,192,1,exito
hamming,16,0.01,73,128,192,2,exito
hamming,16,0.01,74,128,192,1,exito
hamming,16,0.01,75,128,192,2,exito
hamming,16,0.01,76,128,192,2,exito
hamming,16,0.01,77,128,192,2,exito
hamming,16,0.01,78,128,192,2,exito
hamming,16,0.01,79,128,192,1,exito
hamming,16,0.01,80,128,192,2,exito
hamming,16,0.01,81,128,192,2,exito
hamming,16,0.01,82,128,192,2,exito
hamming,16,0.01,83,128,192,3,exito
hamming,16,0.01,84,128,192,1,exito
hamming,16,0.01,85,128,192,1,exito
hamming,16,0.01,86,128,192,1,exito
hamming,16,0.01,87,128,192,2,exito
hamming,16,0.01,88,128,192,1,exito
hamming,16,0.01,89,128,192,0,exito
hamming,16,0.01,90,128,192,2,exito
hamming,16,0.01,91,128,192,4,exito
hamming,16,0.01,92,128,192,2,exito
hamming,16,0.01,93,128,192,0,exito
hamming,16,0.01,94,128,192,1,exito
hamming,16,0.01,95,128,192,2,exito
hamming,16,0.01,96,128,192,1,exito
hamming,16,0.01,97,128,192,3,exito
hamming,16,0.01,98,128,192,3,no_detectado
hamming,16,0.01,99,128,192,3,exito
hamming,16,0.01,100,128,192,2,exito
hamming,16,0.01,101,128,192,2,exito
hamming,16,0.01,102,128,192,2,exito
hamming,16,0.01,103,128,192,1,exito
hamming,16,0.01,104,128,192,1,exito
hamming,16,0.01,105,128,192,1,exito
hamming,16,0.01,106,128,192,2,exito
hamming,16,0.01,107,128,192,1,exito
hamming,16,0.01,108,128,192,2,exito
hamming,16,0.01,109,128,192,2,exito
hamming,16,0.01,110,128,192,2,exito
hamming,16,0.01,111,128,192,1,exito
hamming,16,0.01,112,128,192,0,exito
hamming,16,0.01,113,128,192,2,exito
hamming,16,0.01,114,128,192,1,exito
hamming,16,0.01,115,128,192,0,exito
hamming,16,0.01,116,128,192,3,exito
hamming,16,0.01,117,128,192,3,exito
hamming,16,0.01,118,128,192,3,exito
hamming,16,0.01,119,128,192,0,exito
hamming,16,0.01,120,128,192,2,exito
hamming,16,0.01,121,128,192,1,exito
hamming,16,0.01,122,128,192,2,exito
hamming,16,0.01,123,128,192,3,exito
hamming,16,0.01,124,128,192,2,exito
hamming,16,0.01,125,128,192,3,exito
hamming,16,0.01,126,128,192,2,exito
hamming,16,0.01,127,128,192,2,exito
hamming,16,0.01,128,128,192,0,exito
hamming,16,0.01,129,128,192,0,exito
hamming,16,0.01,130,128,192,4,exito
hamming,16,0.01,131,128,192,0,exito
hamming,16,0.01,132,128,192,1,exito
hamming,16,0.01,133,128,192,3,no_detectado
hamming,16,0.01,134,128,192,0,exito
hamming,16,0.01,135,128,192,2,exito
hamming,16,0.01,136,128,192,4,exito
hamming,16,0.01,137,128,192,2,exito
hamming,16,0.01,138,128,192,4,no_detectado
hamming,16,0.01,139,128,192,0,exito
hamming,16,0.01,140,128,192,1,exito
hamming,16,0.01,141,128,192,1,exito
hamming,16,0.01,142,128,192,1,exito
hamming,16,0.01,143,128,192,2,exito
hamming,16,0.01,144,128,192,2,exito
hamming,16,0.01,145,128,192,1,exito
hamming,16,0.01,146,128,192,2,exito
hamming,16,0.01,147,128,192,2,no_detectado
hamming,16,0.01,148,128,192,0,exito
hamming,16,0.01,149,128,192,2,detectado
hamming,16,0.01,150,128,192,1,exito
hamming,16,0.01,151,128,192,3,no_detectado
hamming,16,0.01,152,128,192,4,exito
hamming,16,0.01,153,128,192,1,exito
hamming,16,0.01,154,128,192,0,exito
hamming,16,0.01,155,128,192,3,exito
hamming,16,0.01,156,128,192,3,exito
hamming,16,0.01,157,128,192,2,exito
hamming,16,0.01,158,128,192,1,exito
hamming,16,0.01,159,128,192,2,exito
hamming,16,0.01,160,128,192,1,exito
hamming,16,0.01,161,128,192,3,exito
hamming,16,0.01,162,128,192,3,no_detectado
hamming,16,0.01,163,128,192,0,exito
hamming,16,0.01,164,128,192,1,exito
hamming,16,0.01,165,128,192,2,exito
hamming,16,0.01,166,128,192,0,exito
hamming,16,0.01,167,128,192,2,no_detectado
hamming,16,0.01,168,128,192,1,exito
hamming,16,0.01,169,128,192,4,detectado
hamming,16,0.01,170,128,192,1,exito
hamming,16,0.01,171,128,192,4,no_detectado
hamming,16,0.01,172,128,192,5,exito
hamming,16,0.01,173,128,192,2,exito
hamming,16,0.01,174,128,192,2,exito
hamming,16,0.01,175,128,192,5,no_detectado
hamming,16,0.01,176,128,192,0,exito
hamming,16,0.01,177,128,192,0,exito
hamming,16,0.01,178,128,192,0,exito
hamming,16,0.01,179,128,192,1,exito
hamming,16,0.01,180,128,192,3,exito
hamming,16,0.01,181,128,192,1,exito
hamming,16,0.01,182,128,192,2,exito
hamming,16,0.01,183,128,192,1,exito
hamming,16,0.01,184,128,192,3,exito
hamming,16,0.01,185,128,192,2,exito
hamming,16,0.01,186,128,192,2,exito
hamming,16,0.01,187,128,192,1,exito
hamming,16,0.01,188,128,192,1,exito
hamming,16,0.01,189,128,192,0,exito
hamming,16,0.01,190,128,192,2,exito
hamming,16,0.01,191,128,192,5,exito
hamming,16,0.01,192,128,192,0,exito
hamming,16,0.01,193,128,192,1,exito
hamming,16,0.01,194,128,192,5,detectado
hamming,16,0.01,195,128,192,1,exito
hamming,16,0.01,196,128,192,1,exito
hamming,16,0.01,197,128,192,1,exito
hamming,16,0.01,198,128,192,1,exito
hamming,16,0.01,199,128,192,0,exito
hamming,16,0.02,0,128,192,4,no_detectado
hamming,16,0.02,1,128,192,7,no_detectado
hamming,16,0.02,2,128,192,1,exito
hamming,16,0.02,3,128,192,3,exito
hamming,16,0.02,4,128,192,3,exito
hamming,16,0.02,5,128,192,5,no_detectado
hamming,16,0.02,6,128,192,5,no_detectado
hamming,16,0.02,7,128,192,4,exito
hamming,16,0.02,8,128,192,3,exito
hamming,16,0.02,9,128,192,4,exito
hamming,16,0.02,10,128,192,9,no_detectado
hamming,16,0.02,11,128,192,6,no_detectado
hamming,16,0.02,12,128,192,3,exito
