algoritmo,n_caracteres,tasa_error,repeticion,bits_datos,bits_trama,bits_volteados,resultado
hamming,4,0.001,0,32,48,0,exito
hamming,4,0.001,1,32,48,0,exito
hamming,4,0.001,2,32,48,0,exito
hamming,4,0.001,3,32,48,0,exito
hamming,4,0.001,4,32,48,0,exito
hamming,4,0.001,5,32,48,0,exito
hamming,4,0.001,6,32,48,0,exito
hamming,4,0.001,7,32,48,0,exito
hamming,4,0.001,8,32,48,0,exito
hamming,4,0.001,9,32,48,0,exito
hamming,4,0.001,10,32,48,1,exito
hamming,4,0.001,11,32,48,0,exito
hamming,4,0.001,12,32,48,0,exito
hamming,4,0.001,13,32,48,0,exito
hamming,4,0.001,14,32,48,0,exito
hamming,4,0.001,15,32,48,0,exito
hamming,4,0.001,16,32,48,0,exito
hamming,4,0.001,17,32,48,0,exito
hamming,4,0.001,18,32,48,0,exito
hamming,4,0.001,19,32,48,0,exito
hamming,4,0.001,20,32,48,0,exito
hamming,4,0.001,21,32,48,0,exito
hamming,4,0.001,22,32,48,0,exito
hamming,4,0.001,23,32,48,0,exito
hamming,4,0.001,24,32,48,0,exito
hamming,4,0.001,25,32,48,1,exito
hamming,4,0.001,26,32,48,0,exito
hamming,4,0.001,27,32,48,0,exito
hamming,4,0.001,28,32,48,0,exito
hamming,4,0.001,29,32,48,0,exito
hamming,4,0.001,30,32,48,0,exito
hamming,4,0.001,31,32,48,0,exito
hamming,4,0.001,32,32,48,0,exito
hamming,4,0.001,33,32,48,0,exito
hamming,4,0.001,34,32,48,0,exito
hamming,4,0.001,35,32,48,0,exito
hamming,4,0.001,36,32,48,0,exito
hamming,4,0.001,37,32,48,0,exito
hamming,4,0.001,38,32,48,0,exito
hamming,4,0.001,39,32,48,0,exito
hamming,4,0.001,40,32,48,0,exito
hamming,4,0.001,41,32,48,0,exito
hamming,4,0.001,42,32,48,0,exito
hamming,4,0.001,43,32,48,0,exito
hamming,4,0.001,44,32,48,0,exito
hamming,4,0.001,45,32,48,0,exito
hamming,4,0.001,46,32,48,0,exito
hamming,4,0.001,47,32,48,1,exito
hamming,4,0.001,48,32,48,0,exito
hamming,4,0.001,49,32,48,0,exito
hamming,4,0.001,50,32,48,0,exito
hamming,4,0.001,51,32,48,0,exito
hamming,4,0.001,52,32,48,0,exito
hamming,4,0.001,53,32,48,0,exito
hamming,4,0.001,54,32,48,0,exito
hamming,4,0.001,55,32,48,0,exito
hamming,4,0.001,56,32,48,0,exito
hamming,4,0.001,57,32,48,0,exito
hamming,4,0.001,58,32,48,0,exito
hamming,4,0.001,59,32,48,0,exito
hamming,4,0.001,60,32,48,0,exito
hamming,4,0.001,61,32,48,0,exito
hamming,4,0.001,62,32,48,0,exito
hamming,4,0.001,63,32,48,0,exito
hamming,4,0.001,64,32,48,0,exito
hamming,4,0.001,65,32,48,0,exito
hamming,4,0.001,66,32,48,0,exito
hamming,4,0.001,67,32,48,0,exito
hamming,4,0.001,68,32,48,0,exito
hamming,4,0.001,69,32,48,0,exito
hamming,4,0.001,70,32,48,0,exito
hamming,4,0.001,71,32,48,0,exito
hamming,4,0.001,72,32,48,0,exito
hamming,4,0.001,73,32,48,0,exito
hamming,4,0.001,74,32,48,0,exito
hamming,4,0.001,75,32,48,0,exito
hamming,4,0.001,76,32,48,0,exito
hamming,4,0.001,77,32,48,0,exito
hamming,4,0.001,78,32,48,0,exito
hamming,4,0.001,79,32,48,0,exito
hamming,4,0.001,80,32,48,0,exito
hamming,4,0.001,81,32,48,0,exito
hamming,4,0.001,82,32,48,0,exito
hamming,4,0.001,83,32,48,1,exito
hamming,4,0.001,84,32,48,0,exito
hamming,4,0.001,85,32,48,0,exito
hamming,4,0.001,86,32,48,0,exito
hamming,4,0.001,87,32,48,0,exito
hamming,4,0.001,88,32,48,0,exito
hamming,4,0.001,89,32,48,0,exito
hamming,4,0.001,90,32,48,0,exito
hamming,4,0.001,91,32,48,0,exito
hamming,4,0.001,92,32,48,0,exito
hamming,4,0.001,93,32,48,0,exito
hamming,4,0.001,94,32,48,0,exito
hamming,4,0.001,95,32,48,0,exito
hamming,4,0.001,96,32,48,0,exito
hamming,4,0.001,97,32,48,0,exito
hamming,4,0.001,98,32,48,0,exito
hamming,4,0.001,99,32,48,0,exito
hamming,4,0.001,100,32,48,0,exito
hamming,4,0.001,101,32,48,0,exito
hamming,4,0.001,102,32,48,0,exito
hamming,4,0.001,103,32,48,0,exito
hamming,4,0.001,104,32,48,0,exito
hamming,4,0.001,105,32,48,0,exito
hamming,4,0.001,106,32,48,0,exito
hamming,4,0.001,107,32,48,0,exito
hamming,4,0.001,108,32,48,0,exito
hamming,4,0.001,109,32,48,0,exito
hamming,4,0.001,110,32,48,0,exito
hamming,4,0.001,111,32,48,0,exito
hamming,4,0.001,112,32,48,0,exito
hamming,4,0.001,113,32,48,0,exito
hamming,4,0.001,114,32,48,0,exito
hamming,4,0.001,115,32,48,0,exito
hamming,4,0.001,116,32,48,0,exito
hamming,4,0.001,117,32,48,0,exito
hamming,4,0.001,118,32,48,0,exito
hamming,4,0.001,119,32,48,0,exito
hamming,4,0.001,120,32,48,0,exito
hamming,4,0.001,121,32,48,0,exito
hamming,4,0.001,122,32,48,0,exito
hamming,4,0.001,123,32,48,1,exito
hamming,4,0.001,124,32,48,0,exito
hamming,4,0.001,125,32,48,0,exito
hamming,4,0.001,126,32,48,0,exito
hamming,4,0.001,127,32,48,0,exito
hamming,4,0.001,128,32,48,0,exito
hamming,4,0.001,129,32,48,0,exito
hamming,4,0.001,130,32,48,0,exito
hamming,4,0.001,131,32,48,0,exito
hamming,4,0.001,132,32,48,0,exito
hamming,4,0.001,133,32,48,0,exito
hamming,4,0.001,134,32,48,0,exito
hamming,4,0.001,135,32,48,0,exito
hamming,4,0.001,136,32,48,0,exito
hamming,4,0.001,137,32,48,0,exito
hamming,4,0.001,138,32,48,0,exito
hamming,4,0.001,139,32,48,0,exito
hamming,4,0.001,140,32,48,0,exito
hamming,4,0.001,141,32,48,0,exito
hamming,4,0.001,142,32,48,0,exito
hamming,4,0.001,143,32,48,0,exito
hamming,4,0.001,144,32,48,0,exito
hamming,4,0.001,145,32,48,0,exito
hamming,4,0.001,146,32,48,0,exito
hamming,4,0.001,147,32,48,0,exito
hamming,4,0.001,148,32,48,1,exito
hamming,4,0.001,149,32,48,0,exito
hamming,4,0.001,150,32,48,0,exito
hamming,4,0.001,151,32,48,0,exito
hamming,4,0.001,152,32,48,0,exito
hamming,4,0.001,153,32,48,0,exito
hamming,4,0.001,154,32,48,0,exito
hamming,4,0.001,155,32,48,0,exito
hamming,4,0.001,156,32,48,0,exito
hamming,4,0.001,157,32,48,0,exito
hamming,4,0.001,158,32,48,0,exito
hamming,4,0.001,159,32,48,0,exito
hamming,4,0.001,160,32,48,0,exito
hamming,4,0.001,161,32,48,0,exito
hamming,4,0.001,162,32,48,0,exito
hamming,4,0.001,163,32,48,0,exito
hamming,4,0.001,164,32,48,0,exito
hamming,4,0.001,165,32,48,0,exito
hamming,4,0.001,166,32,48,0,exito
hamming,4,0.001,167,32,48,0,exito
hamming,4,0.001,168,32,48,0,exito
hamming,4,0.001,169,32,48,0,exito
hamming,4,0.001,170,32,48,0,exito
hamming,4,0.001,171,32,48,0,exito
hamming,4,0.001,172,32,48,0,exito
hamming,4,0.001,173,32,48,0,exito
hamming,4,0.001,174,32,48,0,exito
hamming,4,0.001,175,32,48,0,exito
hamming,4,0.001,176,32,48,0,exito
hamming,4,0.001,177,32,48,0,exito
hamming,4,0.001,178,32,48,0,exito
hamming,4,0.001,179,32,48,0,exito
hamming,4,0.001,180,32,48,0,exito
hamming,4,0.001,181,32,48,0,exito
hamming,4,0.001,182,32,48,0,exito
hamming,4,0.001,183,32,48,0,exito
hamming,4,0.001,184,32,48,0,exito
hamming,4,0.001,185,32,48,0,exito
hamming,4,0.001,186,32,48,0,exito
hamming,4,0.001,187,32,48,0,exito
hamming,4,0.001,188,32,48,0,exito
hamming,4,0.001,189,32,48,0,exito
hamming,4,0.001,190,32,48,0,exito
hamming,4,0.001,191,32,48,0,exito
hamming,4,0.001,192,32,48,0,exito
hamming,4,0.001,193,32,48,0,exito
hamming,4,0.001,194,32,48,0,exito
hamming,4,0.001,195,32,48,0,exito
hamming,4,0.001,196,32,48,0,exito
hamming,4,0.001,197,32,48,0,exito
hamming,4,0.001,198,32,48,0,exito
hamming,4,0.001,199,32,48,0,exito
hamming,4,0.002,0,32,48,0,exito
hamming,4,0.002,1,32,48,0,exito
hamming,4,0.002,2,32,48,0,exito
hamming,4,0.002,3,32,48,0,exito
hamming,4,0.002,4,32,48,0,exito
hamming,4,0.002,5,32,48,0,exito
hamming,4,0.002,6,32,48,0,exito
hamming,4,0.002,7,32,48,0,exito
hamming,4,0.002,8,32,48,1,exito
hamming,4,0.002,9,32,48,0,exito
hamming,4,0.002,10,32,48,0,exito
hamming,4,0.002,11,32,48,0,exito
hamming,4,0.002,12,32,48,0,exito
hamming,4,0.002,13,32,48,0,exito
hamming,4,0.002,14,32,48,0,exito
hamming,4,0.002,15,32,48,0,exito
hamming,4,0.002,16,32,48,1,exito
hamming,4,0.002,17,32,48,0,exito
hamming,4,0.002,18,32,48,1,exito
hamming,4,0.002,19,32,48,0,exito
hamming,4,0.002,20,32,48,0,exito
hamming,4,0.002,21,32,48,0,exito
hamming,4,0.002,22,32,48,0,exito
hamming,4,0.002,23,32,48,0,exito
hamming,4,0.002,24,32,48,0,exito
hamming,4,0.002,25,32,48,0,exito
hamming,4,0.002,26,32,48,1,exito
hamming,4,0.002,27,32,48,1,exito
hamming,4,0.002,28,32,48,0,exito
hamming,4,0.002,29,32,48,0,exito
hamming,4,0.002,30,32,48,0,exito
hamming,4,0.002,31,32,48,0,exito
hamming,4,0.002,32,32,48,0,exito
hamming,4,0.002,33,32,48,0,exito
hamming,4,0.002,34,32,48,0,exito
hamming,4,0.002,35,32,48,0,exito
hamming,4,0.002,36,32,48,0,exito
hamming,4,0.002,37,32,48,0,exito
hamming,4,0.002,38,32,48,0,exito
hamming,4,0.002,39,32,48,0,exito
hamming,4,0.002,40,32,48,0,exito
hamming,4,0.002,41,32,48,0,exito
hamming,4,0.002,42,32,48,0,exito
hamming,4,0.002,43,32,48,0,exito
hamming,4,0.002,44,32,48,0,exito
hamming,4,0.002,45,32,48,0,exito
hamming,4,0.002,46,32,48,0,exito
hamming,4,0.002,47,32,48,0,exito
hamming,4,0.002,48,32,48,0,exito
hamming,4,0.002,49,32,48,0,exito
hamming,4,0.002,50,32,48,0,exito
hamming,4,0.002,51,32,48,0,exito
hamming,4,0.002,52,32,48,0,exito
hamming,4,0.002,53,32,48,0,exito
hamming,4,0.002,54,32,48,0,exito
hamming,4,0.002,55,32,48,0,exito
hamming,4,0.002,56,32,48,0,exito
hamming,4,0.002,57,32,48,0,exito
hamming,4,0.002,58,32,48,0,exito
hamming,4,0.002,59,32,48,1,exito
hamming,4,0.002,60,32,48,0,exito
hamming,4,0.002,61,32,48,0,exito
hamming,4,0.002,62,32,48,0,exito
hamming,4,0.002,63,32,48,0,exito
hamming,4,0.002,64,32,48,0,exito
hamming,4,0.002,65,32,48,0,exito
hamming,4,0.002,66,32,48,0,exito
hamming,4,0.002,67,32,48,0,exito
hamming,4,0.002,68,32,48,0,exito
hamming,4,0.002,69,32,48,0,exito
hamming,4,0.002,70,32,48,0,exito
hamming,4,0.002,71,32,48,0,exito
hamming,4,0.002,72,32,48,0,exito
hamming,4,0.002,73,32,48,1,exito
hamming,4,0.002,74,32,48,0,exito
hamming,4,0.002,75,32,48,0,exito
hamming,4,0.002,76,32,48,0,exito
hamming,4,0.002,77,32,48,1,exito
hamming,4,0.002,78,32,48,0,exito
hamming,4,0.002,79,32,48,0,exito
hamming,4,0.002,80,32,48,0,exito
hamming,4,0.002,81,32,48,0,exito
hamming,4,0.002,82,32,48,0,exito
hamming,4,0.002,83,32,48,0,exito
hamming,4,0.002,84,32,48,0,exito
hamming,4,0.002,85,32,48,1,exito
hamming,4,0.002,86,32,48,0,exito
hamming,4,0.002,87,32,48,0,exito
hamming,4,0.002,88,32,48,0,exito
hamming,4,0.002,89,32,48,0,exito
hamming,4,0.002,90,32,48,0,exito
hamming,4,0.002,91,32,48,0,exito
hamming,4,0.002,92,32,48,0,exito
hamming,4,0.002,93,32,48,0,exito
hamming,4,0.002,94,32,48,0,exito
hamming,4,0.002,95,32,48,1,exito
hamming,4,0.002,96,32,48,0,exito
hamming,4,0.002,97,32,48,0,exito
hamming,4,0.002,98,32,48,0,exito
hamming,4,0.002,99,32,48,0,exito
hamming,4,0.002,100,32,48,0,exito
hamming,4,0.002,101,32,48,0,exito
hamming,4,0.002,102,32,48,0,exito
hamming,4,0.002,103,32,48,1,exito
hamming,4,0.002,104,32,48,0,exito
hamming,4,0.002,105,32,48,0,exito
hamming,4,0.002,106,32,48,0,exito
hamming,4,0.002,107,32,48,0,exito
hamming,4,0.002,108,32,48,0,exito
hamming,4,0.002,109,32,48,0,exito
hamming,4,0.002,110,32,48,0,exito
hamming,4,0.002,111,32,48,0,exito
hamming,4,0.002,112,32,48,0,exito
hamming,4,0.002,113,32,48,0,exito
hamming,4,0.002,114,32,48,1,exito
hamming,4,0.002,115,32,48,0,exito
hamming,4,0.002,116,32,48,0,exito
hamming,4,0.002,117,32,48,1,exito
hamming,4,0.002,118,32,48,0,exito
hamming,4,0.002,119,32,48,0,exito
hamming,4,0.002,120,32,48,0,exito
hamming,4,0.002,121,32,48,0,exito
hamming,4,0.002,122,32,48,1,exito
hamming,4,0.002,123,32,48,0,exito
hamming,4,0.002,124,32,48,0,exito
hamming,4,0.002,125,32,48,0,exito
hamming,4,0.002,126,32,48,0,exito
hamming,4,0.002,127,32,48,0,exito
hamming,4,0.002,128,32,48,0,exito
hamming,4,0.002,129,32,48,1,exito
hamming,4,0.002,130,32,48,1,exito
hamming,4,0.002,131,32,48,0,exito
hamming,4,0.002,132,32,48,0,exito
hamming,4,0.002,133,32,48,0,exito
hamming,4,0.002,134,32,48,0,exito
hamming,4,0.002,135,32,48,0,exito
hamming,4,0.002,136,32,48,0,exito
hamming,4,0.002,137,32,48,0,exito
hamming,4,0.002,138,32,48,0,exito
hamming,4,0.002,139,32,48,0,exito
hamming,4,0.002,140,32,48,0,exito
hamming,4,0.002,141,32,48,0,exito
hamming,4,0.002,142,32,48,0,exito
hamming,4,0.002,143,32,48,0,exito
hamming,4,0.002,144,32,48,0,exito
hamming,4,0.002,145,32,48,0,exito
hamming,4,0.002,146,32,48,0,exito
hamming,4,0.002,147,32,48,0,exito
hamming,4,0.002,148,32,48,0,exito
hamming,4,0.002,149,32,48,0,exito
hamming,4,0.002,150,32,48,0,exito
hamming,4,0.002,151,32,48,0,exito
hamming,4,0.002,152,32,48,0,exito
hamming,4,0.002,153,32,48,0,exito
hamming,4,0.002,154,32,48,0,exito
hamming,4,0.002,155,32,48,1,exito
hamming,4,0.002,156,32,48,0,exito
hamming,4,0.002,157,32,48,0,exito
hamming,4,0.002,158,32,48,0,exito
hamming,4,0.002,159,32,48,0,exito
hamming,4,0.002,160,32,48,0,exito
hamming,4,0.002,161,32,48,0,exito
hamming,4,0.002,162,32,48,1,exito
hamming,4,0.002,163,32,48,0,exito
hamming,4,0.002,164,32,48,0,exito
hamming,4,0.002,165,32,48,1,exito
hamming,4,0.002,166,32,48,0,exito
hamming,4,0.002,167,32,48,0,exito
hamming,4,0.002,168,32,48,0,exito
hamming,4,0.002,169,32,48,0,exito
hamming,4,0.002,170,32,48,0,exito
hamming,4,0.002,171,32,48,0,exito
hamming,4,0.002,172,32,48,0,exito
hamming,4,0.002,173,32,48,0,exito
hamming,4,0.002,174,32,48,0,exito
hamming,4,0.002,175,32,48,0,exito
hamming,4,0.002,176,32,48,0,exito
hamming,4,0.002,177,32,48,0,exito
hamming,4,0.002,178,32,48,0,exito
hamming,4,0.002,179,32,48,0,exito
hamming,4,0.002,180,32,48,0,exito
hamming,4,0.002,181,32,48,0,exito
hamming,4,0.002,182,32,48,0,exito
hamming,4,0.002,183,32,48,0,exito
hamming,4,0.002,184,32,48,0,exito
hamming,4,0.002,185,32,48,0,exito
hamming,4,0.002,186,32,48,0,exito
hamming,4,0.002,187,32,48,0,exito
hamming,4,0.002,188,32,48,1,exito
hamming,4,0.002,189,32,48,0,exito
hamming,4,0.002,190,32,48,0,exito
hamming,4,0.002,191,32,48,0,exito
hamming,4,0.002,192,32,48,0,exito
hamming,4,0.002,193,32,48,0,exito
hamming,4,0.002,194,32,48,0,exito
hamming,4,0.002,195,32,48,1,exito
hamming,4,0.002,196,32,48,0,exito
hamming,4,0.002,197,32,48,0,exito
hamming,4,0.002,198,32,48,0,exito
hamming,4,0.002,199,32,48,0,exito
hamming,4,0.005,0,32,48,1,exito
hamming,4,0.005,1,32,48,0,exito
hamming,4,0.005,2,32,48,0,exito
hamming,4,0.005,3,32,48,0,exito
hamming,4,0.005,4,32,48,0,exito
hamming,4,0.005,5,32,48,0,exito
hamming,4,0.005,6,32,48,0,exito
hamming,4,0.005,7,32,48,0,exito
hamming,4,0.005,8,32,48,0,exito
hamming,4,0.005,9,32,48,1,exito
hamming,4,0.005,10,32,48,0,exito
hamming,4,0.005,11,32,48,0,exito
hamming,4,0.005,12,32,48,0,exito
hamming,4,0.005,13,32,48,0,exito
hamming,4,0.005,14,32,48,0,exito
hamming,4,0.005,15,32,48,1,exito
hamming,4,0.005,16,32,48,0,exito
hamming,4,0.005,17,32,48,1,exito
hamming,4,0.005,18,32,48,0,exito
hamming,4,0.005,19,32,48,0,exito
hamming,4,0.005,20,32,48,1,exito
hamming,4,0.005,21,32,48,0,exito
hamming,4,0.005,22,32,48,0,exito
hamming,4,0.005,23,32,48,0,exito
hamming,4,0.005,24,32,48,0,exito
hamming,4,0.005,25,32,48,1,exito
hamming,4,0.005,26,32,48,0,exito
hamming,4,0.005,27,32,48,0,exito
hamming,4,0.005,28,32,48,1,exito
hamming,4,0.005,29,32,48,0,exito
hamming,4,0.005,30,32,48,0,exito
hamming,4,0.005,31,32,48,0,exito
hamming,4,0.005,32,32,48,0,exito
hamming,4,0.005,33,32,48,0,exito
hamming,4,0.005,34,32,48,1,exito
hamming,4,0.005,35,32,48,0,exito
hamming,4,0.005,36,32,48,0,exito
hamming,4,0.005,37,32,48,0,exito
hamming,4,0.005,38,32,48,0,exito
hamming,4,0.005,39,32,48,0,exito
hamming,4,0.005,40,32,48,2,exito
hamming,4,0.005,41,32,48,0,exito
hamming,4,0.005,42,32,48,1,exito
hamming,4,0.005,43,32,48,0,exito
hamming,4,0.005,44,32,48,0,exito
hamming,4,0.005,45,32,48,0,exito
hamming,4,0.005,46,32,48,0,exito
hamming,4,0.005,47,32,48,0,exito
hamming,4,0.005,48,32,48,0,exito
hamming,4,0.005,49,32,48,1,exito
hamming,4,0.005,50,32,48,0,exito
hamming,4,0.005,51,32,48,0,exito
hamming,4,0.005,52,32,48,1,exito
hamming,4,0.005,53,32,48,1,exito
hamming,4,0.005,54,32,48,0,exito
hamming,4,0.005,55,32,48,0,exito
hamming,4,0.005,56,32,48,0,exito
hamming,4,0.005,57,32,48,0,exito
hamming,4,0.005,58,32,48,1,exito
hamming,4,0.005,59,32,48,0,exito
hamming,4,0.005,60,32,48,0,exito
hamming,4,0.005,61,32,48,0,exito
hamming,4,0.005,62,32,48,1,exito
hamming,4,0.005,63,32,48,0,exito
hamming,4,0.005,64,32,48,0,exito
hamming,4,0.005,65,32,48,0,exito
hamming,4,0.005,66,32,48,1,exito
hamming,4,0.005,67,32,48,0,exito
hamming,4,0.005,68,32,48,0,exito
hamming,4,0.005,69,32,48,1,exito
hamming,4,0.005,70,32,48,0,exito
hamming,4,0.005,71,32,48,0,exito
hamming,4,0.005,72,32,48,0,exito
hamming,4,0.005,73,32,48,0,exito
hamming,4,0.005,74,32,48,0,exito
hamming,4,0.005,75,32,48,0,exito
hamming,4,0.005,76,32,48,0,exito
hamming,4,0.005,77,32,48,0,exito
hamming,4,0.005,78,32,48,0,exito
hamming,4,0.005,79,32,48,0,exito
hamming,4,0.005,80,32,48,0,exito
hamming,4,0.005,81,32,48,0,exito
hamming,4,0.005,82,32,48,0,exito
hamming,4,0.005,83,32,48,2,exito
hamming,4,0.005,84,32,48,0,exito
hamming,4,0.005,85,32,48,0,exito
hamming,4,0.005,86,32,48,0,exito
hamming,4,0.005,87,32,48,1,exito
hamming,4,0.005,88,32,48,1,exito
hamming,4,0.005,89,32,48,0,exito
hamming,4,0.005,90,32,48,0,exito
hamming,4,0.005,91,32,48,0,exito
hamming,4,0.005,92,32,48,0,exito
hamming,4,0.005,93,32,48,0,exito
hamming,4,0.005,94,32,48,0,exito
hamming,4,0.005,95,32,48,0,exito
hamming,4,0.005,96,32,48,0,exito
hamming,4,0.005,97,32,48,1,exito
hamming,4,0.005,98,32,48,0,exito
hamming,4,0.005,99,32,48,0,exito
hamming,4,0.005,100,32,48,0,exito
hamming,4,0.005,101,32,48,0,exito
hamming,4,0.005,102,32,48,0,exito
hamming,4,0.005,103,32,48,1,exito
hamming,4,0.005,104,32,48,0,exito
hamming,4,0.005,105,32,48,0,exito
hamming,4,0.005,106,32,48,0,exito
hamming,4,0.005,107,32,48,0,exito
hamming,4,0.005,108,32,48,1,exito
hamming,4,0.005,109,32,48,0,exito
hamming,4,0.005,110,32,48,0,exito
hamming,4,0.005,111,32,48,0,exito
hamming,4,0.005,112,32,48,0,exito
hamming,4,0.005,113,32,48,0,exito
hamming,4,0.005,114,32,48,0,exito
hamming,4,0.005,115,32,48,1,exito
hamming,4,0.005,116,32,48,0,exito
hamming,4,0.005,117,32,48,0,exito
hamming,4,0.005,118,32,48,1,exito
hamming,4,0.005,119,32,48,0,exito
hamming,4,0.005,120,32,48,0,exito
hamming,4,0.005,121,32,48,0,exito
hamming,4,0.005,122,32,48,0,exito
hamming,4,0.005,123,32,48,0,exito
hamming,4,0.005,124,32,48,0,exito
hamming,4,0.005,125,32,48,1,exito
hamming,4,0.005,126,32,48,1,exito
hamming,4,0.005,127,32,48,1,exito
hamming,4,0.005,128,32,48,1,exito
hamming,4,0.005,129,32,48,0,exito
hamming,4,0.005,130,32,48,0,exito
hamming,4,0.005,131,32,48,0,exito
hamming,4,0.005,132,32,48,0,exito
hamming,4,0.005,133,32,48,0,exito
hamming,4,0.005,134,32,48,0,exito
hamming,4,0.005,135,32,48,0,exito
hamming,4,0.005,136,32,48,0,exito
hamming,4,0.005,137,32,48,0,exito
hamming,4,0.005,138,32,48,1,exito
hamming,4,0.005,139,32,48,0,exito
hamming,4,0.005,140,32,48,0,exito
hamming,4,0.005,141,32,48,0,exito
hamming,4,0.005,142,32,48,0,exito
hamming,4,0.005,143,32,48,0,exito
hamming,4,0.005,144,32,48,0,exito
hamming,4,0.005,145,32,48,0,exito
hamming,4,0.005,146,32,48,1,exito
hamming,4,0.005,147,32,48,0,exito
hamming,4,0.005,148,32,48,0,exito
hamming,4,0.005,149,32,48,1,exito
hamming,4,0.005,150,32,48,0,exito
hamming,4,0.005,151,32,48,0,exito
hamming,4,0.005,152,32,48,0,exito
hamming,4,0.005,153,32,48,0,exito
hamming,4,0.005,154,32,48,0,exito
hamming,4,0.005,155,32,48,0,exito
hamming,4,0.005,156,32,48,0,exito
hamming,4,0.005,157,32,48,0,exito
hamming,4,0.005,158,32,48,1,exito
hamming,4,0.005,159,32,48,0,exito
hamming,4,0.005,160,32,48,0,exito
hamming,4,0.005,161,32,48,1,exito
hamming,4,0.005,162,32,48,1,exito
hamming,4,0.005,163,32,48,0,exito
hamming,4,0.005,164,32,48,0,exito
hamming,4,0.005,165,32,48,0,exito
hamming,4,0.005,166,32,48,0,exito
hamming,4,0.005,167,32,48,0,exito
hamming,4,0.005,168,32,48,0,exito
hamming,4,0.005,169,32,48,0,exito
hamming,4,0.005,170,32,48,0,exito
hamming,4,0.005,171,32,48,0,exito
hamming,4,0.005,172,32,48,0,exito
hamming,4,0.005,173,32,48,0,exito
hamming,4,0.005,174,32,48,0,exito
hamming,4,0.005,175,32,48,0,exito
hamming,4,0.005,176,32,48,1,exito
hamming,4,0.005,177,32,48,0,exito
hamming,4,0.005,178,32,48,0,exito
hamming,4,0.005,179,32,48,1,exito
hamming,4,0.005,180,32,48,0,exito
hamming,4,0.005,181,32,48,0,exito
hamming,4,0.005,182,32,48,0,exito
hamming,4,0.005,183,32,48,0,exito
hamming,4,0.005,184,32,48,0,exito
hamming,4,0.005,185,32,48,1,exito
hamming,4,0.005,186,32,48,0,exito
hamming,4,0.005,187,32,48,1,exito
hamming,4,0.005,188,32,48,0,exito
hamming,4,0.005,189,32,48,0,exito
hamming,4,0.005,190,32,48,0,exito
hamming,4,0.005,191,32,48,0,exito
hamming,4,0.005,192,32,48,0,exito
hamming,4,0.005,193,32,48,0,exito
hamming,4,0.005,194,32,48,0,exito
hamming,4,0.005,195,32,48,0,exito
hamming,4,0.005,196,32,48,1,exito
hamming,4,0.005,197,32,48,2,exito
hamming,4,0.005,198,32,48,0,exito
hamming,4,0.005,199,32,48,0,exito
hamming,4,0.01,0,32,48,0,exito
hamming,4,0.01,1,32,48,1,exito
hamming,4,0.01,2,32,48,0,exito
hamming,4,0.01,3,32,48,0,exito
hamming,4,0.01,4,32,48,1,exito
hamming,4,0.01,5,32,48,0,exito
hamming,4,0.01,6,32,48,0,exito
hamming,4,0.01,7,32,48,1,exito
hamming,4,0.01,8,32,48,0,exito
hamming,4,0.01,9,32,48,1,exito
hamming,4,0.01,10,32,48,0,exito
hamming,4,0.01,11,32,48,1,exito
hamming,4,0.01,12,32,48,0,exito
hamming,4,0.01,13,32,48,1,exito
hamming,4,0.01,14,32,48,1,exito
hamming,4,0.01,15,32,48,0,exito
hamming,4,0.01,16,32,48,0,exito
hamming,4,0.01,17,32,48,1,exito
hamming,4,0.01,18,32,48,1,exito
hamming,4,0.01,19,32,48,0,exito
hamming,4,0.01,20,32,48,0,exito
hamming,4,0.01,21,32,48,0,exito
hamming,4,0.01,22,32,48,1,exito
hamming,4,0.01,23,32,48,0,exito
hamming,4,0.01,24,32,48,1,exito
hamming,4,0.01,25,32,48,0,exito
hamming,4,0.01,26,32,48,0,exito
hamming,4,0.01,27,32,48,1,exito
hamming,4,0.01,28,32,48,1,exito
hamming,4,0.01,29,32,48,0,exito
hamming,4,0.01,30,32,48,1,exito
hamming,4,0.01,31,32,48,1,exito
hamming,4,0.01,32,32,48,1,exito
hamming,4,0.01,33,32,48,1,exito
hamming,4,0.01,34,32,48,1,exito
hamming,4,0.01,35,32,48,0,exito
hamming,4,0.01,36,32,48,0,exito
hamming,4,0.01,37,32,48,1,exito
hamming,4,0.01,38,32,48,0,exito
hamming,4,0.01,39,32,48,1,exito
hamming,4,0.01,40,32,48,0,exito
hamming,4,0.01,41,32,48,0,exito
hamming,4,0.01,42,32,48,1,exito
hamming,4,0.01,43,32,48,1,exito
hamming,4,0.01,44,32,48,0,exito
hamming,4,0.01,45,32,48,1,exito
hamming,4,0.01,46,32,48,0,exito
hamming,4,0.01,47,32,48,0,exito
hamming,4,0.01,48,32,48,0,exito
hamming,4,0.01,49,32,48,4,no_detectado
hamming,4,0.01,50,32,48,1,exito
hamming,4,0.01,51,32,48,1,exito
hamming,4,0.01,52,32,48,0,exito
hamming,4,0.01,53,32,48,1,exito
hamming,4,0.01,54,32,48,0,exito
hamming,4,0.01,55,32,48,1,exito
hamming,4,0.01,56,32,48,0,exito
hamming,4,0.01,57,32,48,2,no_detectado
hamming,4,0.01,58,32,48,0,exito
hamming,4,0.01,59,32,48,1,exito
hamming,4,0.01,60,32,48,2,no_detectado
hamming,4,0.01,61,32,48,0,exito
hamming,4,0.01,62,32,48,1,exito
hamming,4,0.01,63,32,48,0,exito
